@relation Shoe4-weka.filters.supervised.instance.Resample-B1.0-S1-Z50.0

@attribute Gender {M,F,'?'}
@attribute State {'?',MI,MA,RI,NH,NY,ME,VT,CT,UT,VA,NJ,NE,AP,AE,TX,WY,NV,DE,PA,IL,DC,NC,MD,WV,SC,GA,FL,TN,AA,AL,MS,KY,OH,IN,MN,MT,OR,IA,WI,MO,SD,ND,KS,AZ,LA,AR,OK,CA,CO,ID,WA,NM,HI,GU,AK,PQ,QE,ON,MB,SK}
@attribute ZIP3 {'?',100.0,101.0,102.0,103.0,104.0,105.0,106.0,107.0,108.0,109.0,110.0,111.0,112.0,113.0,115.0,120.0,12.0,122.0,123.0,124.0,125.0,126.0,130.0,133.0,137.0,138.0,142.0,143.0,145.0,146.0,151.0,152.0,153.0,154.0,156.0,158.0,159.0,160.0,167.0,170.0,172.0,173.0,174.0,175.0,176.0,177.0,180.0,181.0,182.0,183.0,184.0,185.0,186.0,187.0,188.0,189.0,190.0,191.0,192.0,193.0,194.0,195.0,196.0,198.0,201.0,202.0,203.0,204.0,20.0,205.0,206.0,207.0,208.0,209.0,210.0,211.0,212.0,213.0,214.0,215.0,216.0,217.0,218.0,219.0,221.0,232.0,233.0,234.0,235.0,236.0,237.0,238.0,240.0,253.0,254.0,255.0,256.0,257.0,260.0,263.0,264.0,265.0,266.0,270.0,271.0,272.0,274.0,276.0,277.0,278.0,279.0,280.0,281.0,282.0,283.0,284.0,285.0,286.0,287.0,288.0,289.0,290.0,291.0,292.0,303.0,304.0,305.0,306.0,307.0,308.0,310.0,311.0,321.0,322.0,323.0,324.0,325.0,326.0,327.0,328.0,329.0,330.0,343.0,344.0,345.0,346.0,360.0,374.0,375.0,376.0,378.0,380.0,381.0,382.0,383.0,384.0,385.0,386.0,387.0,388.0,389.0,390.0,400.0,401.0,402.0,403.0,404.0,405.0,407.0,408.0,409.0,410.0,421.0,424.0,425.0,427.0,433.0,434.0,435.0,440.0,441.0,446.0,453.0,455.0,457.0,460.0,467.0,484.0,485.0,486.0,497.0,498.0,503.0,506.0,510.0,514.0,515.0,520.0,525.0,526.0,530.0,534.0,535.0,536.0,540.0,544.0,545.0,546.0,547.0,548.0,549.0,560.0,564.0,565.0,566.0,567.0,573.0,574.0,575.0,576.0,577.0,600.0,601.0,602.0,603.0,604.0,605.0,606.0,60.0,607.0,608.0,609.0,610.0,611.0,612.0,613.0,619.0,622.0,623.0,624.0,625.0,626.0,627.0,628.0,632.0,633.0,634.0,635.0,636.0,637.0,638.0,640.0,641.0,64.0,642.0,643.0,644.0,645.0,646.0,647.0,648.0,649.0,651.0,652.0,660.0,661.0,670.0,671.0,675.0,677.0,678.0,679.0,680.0,681.0,682.0,683.0,684.0,685.0,687.0,688.0,689.0,690.0,691.0,700.0,701.0,702.0,703.0,704.0,705.0,706.0,707.0,708.0,709.0,710.0,711.0,720.0,730.0,731.0,740.0,741.0,742.0,743.0,744.0,745.0,746.0,747.0,748.0,750.0,751.0,760.0,762.0,764.0,765.0,76.0,766.0,767.0,770.0,771.0,772.0,773.0,774.0,77.0,775.0,776.0,782.0,783.0,786.0,787.0,788.0,790.0,792.0,793.0,794.0,795.0,796.0,797.0,798.0,800.0,801.0,802.0,803.0,804.0,805.0,806.0,807.0,808.0,809.0,810.0,811.0,820.0,821.0,822.0,82.0,823.0,824.0,825.0,827.0,830.0,833.0,835.0,836.0,840.0,850.0,851.0,852.0,853.0,854.0,855.0,856.0,861.0,862.0,863.0,864.0,869.0,870.0,872.0,873.0,874.0,875.0,877.0,880.0,881.0,882.0,883.0,884.0,885.0,886.0,887.0,888.0,890.0,893.0,906.0,912.0,917.0,921.0,922.0,923.0,926.0,949.0,981.0,1.0,1.1,114.0,116.0,117.0,118.0,119.0,1.2,121.0,127.0,128.0,129.0,1.3,131.0,132.0,134.0,135.0,136.0,139.0,140.0,1.4,141.0,144.0,147.0,148.0,150.0,1.5,155.0,157.0,1.6,161.0,162.0,163.0,164.0,165.0,166.0,168.0,169.0,1.7,171.0,178.0,179.0,1.8,197.0,199.0,200.0,220.0,222.0,223.0,224.0,225.0,226.0,228.0,229.0,230.0,231.0,241.0,242.0,244.0,245.0,246.0,251.0,261.0,267.0,273.0,275.0,293.0,294.0,295.0,296.0,297.0,298.0,299.0,300.0,301.0,302.0,309.0,312.0,313.0,314.0,315.0,316.0,317.0,318.0,319.0,320.0,331.0,333.0,334.0,335.0,336.0,337.0,338.0,339.0,340.0,342.0,347.0,349.0,350.0,351.0,352.0,354.0,355.0,356.0,357.0,358.0,359.0,361.0,362.0,363.0,364.0,365.0,366.0,368.0,370.0,371.0,372.0,373.0,377.0,379.0,391.0,392.0,395.0,397.0,406.0,411.0,412.0,415.0,416.0,420.0,422.0,423.0,426.0,430.0,431.0,432.0,436.0,437.0,438.0,439.0,442.0,443.0,444.0,445.0,447.0,448.0,449.0,450.0,451.0,452.0,454.0,456.0,458.0,459.0,461.0,462.0,463.0,464.0,465.0,466.0,468.0,469.0,470.0,471.0,472.0,473.0,474.0,475.0,476.0,477.0,478.0,479.0,480.0,481.0,482.0,483.0,487.0,488.0,489.0,490.0,491.0,492.0,493.0,494.0,495.0,496.0,499.0,500.0,501.0,502.0,504.0,505.0,507.0,511.0,521.0,522.0,523.0,524.0,527.0,528.0,531.0,532.0,537.0,538.0,539.0,541.0,542.0,543.0,550.0,551.0,553.0,554.0,556.0,557.0,558.0,559.0,561.0,562.0,563.0,570.0,571.0,572.0,580.0,581.0,582.0,583.0,584.0,585.0,586.0,587.0,590.0,591.0,592.0,593.0,594.0,596.0,597.0,598.0,599.0,614.0,615.0,616.0,617.0,618.0,620.0,629.0,630.0,631.0,650.0,653.0,654.0,655.0,656.0,657.0,658.0,662.0,665.0,666.0,667.0,672.0,673.0,674.0,676.0,693.0,695.0,712.0,713.0,714.0,716.0,718.0,719.0,722.0,723.0,724.0,726.0,727.0,728.0,729.0,735.0,736.0,737.0,752.0,753.0,754.0,756.0,757.0,758.0,759.0,761.0,763.0,769.0,777.0,778.0,779.0,780.0,781.0,784.0,785.0,791.0,799.0,812.0,813.0,814.0,815.0,816.0,829.0,831.0,832.0,834.0,837.0,838.0,841.0,843.0,844.0,846.0,847.0,857.0,860.0,871.0,891.0,894.0,895.0,898.0,900.0,902.0,903.0,904.0,905.0,907.0,908.0,910.0,911.0,913.0,914.0,915.0,916.0,919.0,920.0,925.0,927.0,928.0,930.0,931.0,932.0,933.0,934.0,935.0,936.0,937.0,939.0,940.0,941.0,943.0,944.0,945.0,946.0,947.0,948.0,950.0,951.0,952.0,953.0,954.0,955.0,956.0,957.0,958.0,959.0,960.0,961.0,963.0,965.0,967.0,968.0,969.0,970.0,971.0,972.0,973.0,974.0,975.0,976.0,977.0,978.0,980.0,982.0,983.0,984.0,985.0,986.0,988.0,989.0,990.0,992.0,993.0,995.0,996.0,997.0,998.0,F10,F11,F16,F20,F29,H7E,J0H,J0P,K2C,K4A,L2N,L2T,L7R,L7T,LA2,M1N,M2R,M4L,N0R,N2T,N37,N4T,N5X,N7M,P0C,P6A,R2M,R3N,R3T,S4R}
@attribute Source {RBCK,'?',EMC,EMCD,DAO3,SWP,DAOD,DAOA,DAOL,DCF,ERR,DAO,DECL,DBG3,DPUR,LTR,DAOC,DAO4,FP1,DAOB,DBG,DDC,DAOa,FP3,FP2}
@attribute Age {19.0,20.0,40.0,30.0,50.0,'?'}
@attribute YearsRunning {'?',1.0,7.0,5.0,3.0,0.0,10.0}
@attribute Miles/Week {'?',6.0,11.0,21.0,31.0,41.0,51.0,0.0,1.0}
@attribute Races/Year {'?',0.0,5.0,1.0,3.0,10.0,7.0}
@attribute Triathlete {'?',N,Y}
@attribute PurchaseNumber {1,2}

@data
M,PA,1.6,EMC,50.0,'?',21.0,'?',N,2
M,NY,133.0,DAOD,50.0,'?',21.0,'?','?',2
M,PA,1.7,EMC,40.0,1.0,11.0,'?',N,2
M,CA,923.0,EMC,40.0,1.0,11.0,'?',N,1
M,KS,672.0,DAOL,'?','?','?','?','?',1
M,MI,493.0,EMC,20.0,1.0,'?',0.0,N,1
F,OH,454.0,DDC,40.0,1.0,11.0,3.0,N,2
M,TX,796.0,EMC,40.0,1.0,21.0,'?','?',2
M,MD,209.0,DAOD,50.0,5.0,'?',3.0,N,2
M,GA,303.0,EMCD,30.0,1.0,'?','?',N,1
'?',MI,495.0,EMC,40.0,3.0,21.0,0.0,N,1
F,PA,1.7,EMC,30.0,1.0,21.0,3.0,Y,1
'?',MD,208.0,ERR,'?','?','?','?','?',1
M,GA,306.0,EMC,20.0,1.0,11.0,0.0,N,1
M,MI,487.0,EMC,50.0,1.0,'?',0.0,Y,2
F,GA,303.0,EMC,30.0,1.0,'?','?',N,2
F,IL,606.0,EMC,30.0,3.0,'?','?',N,1
F,TX,782.0,DAO3,'?','?',6.0,'?',N,1
F,MI,481.0,EMCD,50.0,'?','?','?','?',1
M,PA,174.0,DAO3,'?','?',6.0,0.0,N,1
M,OH,436.0,EMC,40.0,1.0,31.0,'?',N,1
M,IN,462.0,EMCD,40.0,1.0,31.0,'?',N,2
'?',MA,265.0,EMC,20.0,1.0,6.0,1.0,N,1
F,OH,454.0,EMC,50.0,'?','?','?',N,2
F,VA,221.0,DAOA,30.0,1.0,'?','?',N,2
M,GA,300.0,EMC,30.0,1.0,11.0,'?',N,1
M,CA,940.0,EMC,30.0,1.0,41.0,'?',Y,1
F,IA,502.0,EMC,20.0,5.0,'?','?',N,1
M,MA,110.0,EMC,40.0,3.0,31.0,'?',N,1
F,TN,372.0,EMCD,30.0,1.0,11.0,'?',N,2
F,PA,189.0,SWP,50.0,'?','?','?','?',1
M,DC,200.0,EMC,40.0,5.0,'?','?','?',1
F,TN,370.0,DAOD,40.0,1.0,'?','?',N,2
M,PA,159.0,EMC,50.0,3.0,11.0,'?',N,1
F,TN,370.0,EMC,50.0,0.0,'?',0.0,N,2
M,PA,1.8,EMC,40.0,1.0,51.0,3.0,N,2
M,TN,381.0,DAO3,'?',1.0,31.0,3.0,N,2
F,PA,181.0,EMCD,20.0,1.0,11.0,'?',N,1
M,PA,185.0,DAO3,19.0,'?',31.0,'?',N,1
F,MI,483.0,DAO3,19.0,1.0,41.0,'?',N,2
M,MI,481.0,EMC,'?',3.0,31.0,5.0,N,2
F,NY,1.1,EMC,50.0,'?',11.0,0.0,N,1
M,VA,222.0,SWP,20.0,'?','?','?','?',2
M,PA,1.5,EMC,30.0,1.0,21.0,'?',Y,2
F,OH,430.0,EMC,30.0,1.0,21.0,1.0,N,2
'?',CA,926.0,EMC,40.0,1.0,31.0,'?',N,1
F,FL,322.0,SWP,40.0,'?','?','?','?',1
M,NJ,804.0,EMC,30.0,5.0,31.0,3.0,N,1
F,MI,480.0,EMC,50.0,'?','?','?',N,1
M,MN,550.0,EMCD,40.0,1.0,11.0,'?',N,2
M,NY,1.3,EMC,40.0,1.0,21.0,0.0,N,1
M,NY,117.0,DAO3,'?',1.0,11.0,0.0,N,2
M,MI,490.0,EMC,50.0,1.0,41.0,'?',N,2
F,IL,606.0,EMC,20.0,7.0,0.0,1.0,Y,2
M,MI,481.0,EMC,50.0,1.0,11.0,'?',N,1
M,VT,530.0,EMC,40.0,'?',6.0,0.0,N,2
F,IN,462.0,EMC,30.0,3.0,21.0,'?',Y,2
F,OH,441.0,DECL,'?','?','?','?','?',2
M,MI,481.0,EMC,20.0,1.0,'?',0.0,N,1
'?',IL,617.0,EMC,20.0,7.0,41.0,'?',N,1
M,DE,197.0,EMC,20.0,7.0,'?','?',N,1
M,FL,347.0,EMC,20.0,1.0,21.0,'?',Y,1
M,CA,950.0,EMC,19.0,5.0,21.0,'?',Y,1
M,CT,608.0,EMCD,30.0,3.0,6.0,'?','?',1
'?',FL,330.0,EMC,40.0,1.0,41.0,'?',N,2
'?',OH,432.0,EMC,30.0,1.0,11.0,'?','?',1
M,MI,481.0,EMC,30.0,1.0,31.0,5.0,N,1
M,CT,610.0,EMCD,50.0,10.0,11.0,'?',N,1
F,PA,180.0,EMCD,20.0,1.0,11.0,'?',N,2
F,NY,142.0,DAOA,19.0,1.0,21.0,3.0,N,1
M,NY,140.0,SWP,50.0,'?',21.0,'?','?',1
M,TX,752.0,DAO3,'?','?',11.0,7.0,N,1
F,IN,462.0,EMC,30.0,3.0,21.0,'?',Y,2
F,NE,685.0,EMC,40.0,'?','?','?',N,2
M,MA,215.0,EMC,20.0,'?',6.0,0.0,N,1
F,MI,459.0,DAOD,'?','?',31.0,3.0,N,1
F,CA,946.0,DAOD,30.0,5.0,'?',3.0,N,2
M,VA,223.0,'?','?','?','?','?','?',2
M,WI,530.0,DAOD,30.0,1.0,'?','?',N,2
F,UT,841.0,EMCD,30.0,1.0,51.0,'?',N,2
M,VA,220.0,EMC,30.0,5.0,21.0,5.0,Y,2
M,MN,551.0,DAOB,30.0,5.0,'?',3.0,N,2
M,NY,1.0,EMC,30.0,1.0,21.0,'?',N,1
F,PA,189.0,SWP,30.0,'?','?','?','?',1
F,VA,220.0,EMCD,30.0,'?',41.0,'?',N,2
M,FL,322.0,EMC,30.0,3.0,31.0,'?',Y,1
F,CO,802.0,DAOD,20.0,1.0,'?','?',N,1
M,OR,972.0,DAOA,30.0,1.0,'?','?',N,1
M,NJ,805.0,DAOD,19.0,3.0,6.0,'?',N,2
F,FL,330.0,DAOD,50.0,1.0,'?','?',N,2
F,MN,550.0,EMC,40.0,1.0,'?',3.0,N,1
F,MN,559.0,EMC,30.0,'?','?','?',N,2
M,OR,972.0,DAO3,'?','?',6.0,1.0,N,1
M,IN,462.0,EMC,40.0,5.0,21.0,'?',N,2
F,MO,655.0,SWP,30.0,'?','?','?','?',1
'?',UT,841.0,DAOD,'?',1.0,11.0,0.0,N,1
F,CT,606.0,EMC,30.0,1.0,11.0,0.0,N,2
'?',TX,770.0,DAOL,'?','?','?','?','?',2
F,CO,802.0,DAO3,'?','?',31.0,'?',N,2
F,TN,372.0,DAO3,'?','?',31.0,5.0,N,2
F,PA,189.0,SWP,'?','?','?','?','?',1
F,TN,372.0,EMC,40.0,1.0,'?','?',N,1
M,MA,104.0,EMC,50.0,1.0,6.0,0.0,N,1
'?',FL,323.0,EMC,50.0,1.0,31.0,'?',N,1
F,CA,939.0,EMC,30.0,1.0,'?',3.0,N,2
F,CT,683.0,EMC,50.0,5.0,6.0,'?',N,1
M,NC,279.0,RBCK,30.0,1.0,11.0,'?',Y,2
M,MD,215.0,EMC,30.0,1.0,'?','?',N,1
'?',VA,220.0,EMC,20.0,1.0,41.0,'?',N,2
F,MN,558.0,EMC,50.0,7.0,31.0,'?',N,2
F,MO,645.0,SWP,19.0,'?','?','?','?',1
F,ID,836.0,EMC,40.0,1.0,'?','?',N,2
F,IN,477.0,EMCD,30.0,1.0,41.0,'?',Y,2
F,IL,606.0,EMC,20.0,3.0,11.0,'?',N,1
M,NY,139.0,EMC,30.0,1.0,11.0,'?',N,2
M,WI,547.0,DAO3,50.0,'?',31.0,'?',Y,1
F,NJ,874.0,EMC,30.0,7.0,41.0,3.0,N,2
M,PA,1.8,EMC,40.0,1.0,11.0,1.0,N,2
M,WI,531.0,DAOC,40.0,1.0,'?',1.0,N,1
M,NY,112.0,DAO3,'?',5.0,11.0,1.0,N,2
M,CT,606.0,DAO3,'?','?',51.0,'?',N,2
M,AP,926.0,EMC,50.0,1.0,11.0,1.0,Y,1
'?',MO,630.0,EMC,40.0,1.0,'?','?',N,2
M,MA,206.0,EMC,30.0,1.0,21.0,'?',N,1
M,TN,370.0,EMC,'?',3.0,51.0,'?',N,2
M,TX,782.0,DAOD,40.0,1.0,'?','?',N,2
'?',TN,381.0,EMC,'?','?','?','?','?',2
M,MA,481.0,EMCD,50.0,'?','?','?',N,2
M,IN,473.0,EMC,40.0,7.0,'?','?',N,2
M,CA,907.0,EMC,50.0,1.0,21.0,1.0,N,2
M,WI,531.0,EMC,40.0,1.0,11.0,'?',N,1
M,MI,495.0,EMC,30.0,0.0,'?',0.0,N,1
F,OH,430.0,EMC,30.0,'?','?',0.0,N,1
M,MO,631.0,EMC,30.0,1.0,'?',0.0,N,2
F,IA,527.0,EMC,30.0,1.0,'?',1.0,N,2
M,IL,620.0,DAOD,'?','?',41.0,'?',N,1
M,FL,322.0,EMC,40.0,1.0,31.0,3.0,N,1
M,FL,328.0,DAOD,40.0,1.0,'?','?',N,2
F,NJ,872.0,SWP,50.0,'?',6.0,'?','?',1
M,IL,629.0,EMC,40.0,7.0,21.0,1.0,N,2
M,CT,610.0,DAO3,'?','?',6.0,0.0,N,1
M,TX,782.0,EMC,40.0,1.0,11.0,0.0,N,2
'?',TX,761.0,SWP,30.0,'?','?','?','?',1
F,PA,159.0,DAOD,19.0,1.0,41.0,'?',N,2
F,MA,180.0,EMC,20.0,7.0,6.0,'?','?',1
F,GA,301.0,EMC,30.0,5.0,11.0,'?',N,1
F,TN,372.0,DAOD,'?','?',21.0,'?',N,2
M,TN,381.0,RBCK,50.0,7.0,6.0,0.0,Y,2
F,SC,292.0,EMC,20.0,5.0,21.0,'?',N,1
M,MD,212.0,EMCD,20.0,3.0,6.0,'?',N,2
F,NY,1.1,EMC,40.0,3.0,11.0,'?',N,2
F,NY,1.0,EMC,20.0,3.0,6.0,'?',N,1
F,PA,1.7,EMC,30.0,1.0,31.0,5.0,N,2
M,AK,995.0,EMC,30.0,1.0,'?','?',N,1
M,NY,1.2,FP1,50.0,1.0,21.0,0.0,N,2
M,PA,191.0,EMC,50.0,1.0,21.0,0.0,N,2
'?',FL,327.0,SWP,20.0,'?','?','?','?',1
F,NJ,766.0,SWP,50.0,'?',6.0,'?','?',1
M,PA,190.0,EMC,19.0,1.0,31.0,'?',N,1
F,NY,1.1,EMC,50.0,5.0,21.0,3.0,N,1
M,TN,370.0,EMC,'?',3.0,51.0,'?',N,2
M,OR,973.0,EMC,30.0,1.0,21.0,3.0,N,1
M,MA,106.0,EMC,40.0,3.0,11.0,'?','?',2
M,ID,837.0,EMC,30.0,1.0,'?',1.0,N,1
F,PA,189.0,SWP,30.0,'?','?','?','?',1
'?',TN,370.0,DAOD,'?','?',11.0,'?',N,1
M,NY,1.4,EMC,30.0,1.0,21.0,'?',Y,2
M,OK,730.0,DAOD,40.0,1.0,21.0,'?',N,2
F,PA,1.7,EMC,30.0,0.0,'?',0.0,N,1
F,VA,246.0,DAO3,'?','?',6.0,0.0,N,1
F,CA,956.0,EMC,40.0,1.0,21.0,1.0,N,1
M,WI,535.0,EMC,30.0,1.0,'?','?',N,1
M,KY,402.0,EMC,30.0,7.0,'?','?',Y,1
M,NY,1.0,EMC,'?',1.0,6.0,3.0,N,1
'?',NJ,882.0,EMC,19.0,3.0,51.0,'?',N,2
M,NY,1.4,EMC,30.0,1.0,41.0,'?','?',2
F,NY,1.1,EMC,40.0,1.0,6.0,0.0,N,1
M,FL,331.0,EMC,20.0,1.0,21.0,5.0,N,1
F,CA,949.0,EMCD,30.0,1.0,11.0,'?',Y,1
F,MA,180.0,EMC,'?',1.0,11.0,0.0,N,1
M,MD,210.0,EMCD,'?',1.0,21.0,'?',N,2
M,PA,1.8,EMC,40.0,7.0,31.0,0.0,N,1
M,CA,914.0,EMC,50.0,3.0,11.0,'?','?',1
F,NY,100.0,EMC,30.0,1.0,6.0,0.0,N,2
M,VA,223.0,DAOD,'?',5.0,21.0,1.0,N,2
M,VA,220.0,EMCD,20.0,1.0,41.0,'?',N,2
F,MN,553.0,EMC,30.0,1.0,21.0,3.0,N,2
F,CT,603.0,EMC,50.0,3.0,6.0,0.0,N,1
M,NV,891.0,EMC,40.0,1.0,'?',5.0,N,1
M,IN,462.0,EMC,30.0,3.0,31.0,'?',N,2
F,FL,329.0,SWP,50.0,'?','?','?','?',1
M,WI,537.0,EMC,40.0,5.0,21.0,3.0,N,2
F,MN,554.0,DAOB,40.0,1.0,'?',5.0,N,2
F,MD,208.0,EMC,30.0,1.0,'?',5.0,N,2
F,MI,481.0,EMC,30.0,1.0,'?','?',N,2
'?',NY,1.0,EMC,20.0,7.0,31.0,3.0,N,2
F,NY,115.0,EMCD,30.0,1.0,11.0,'?',N,2
F,UT,846.0,DAO3,'?','?',51.0,'?','?',1
M,MI,485.0,EMC,40.0,1.0,21.0,'?',N,2
M,NY,1.2,EMC,40.0,1.0,21.0,1.0,N,1
M,FL,349.0,SWP,50.0,'?','?','?','?',1
M,FL,320.0,DAO3,'?','?',11.0,3.0,N,2
M,MI,490.0,EMC,50.0,'?','?','?',N,1
M,CA,944.0,EMC,30.0,1.0,51.0,'?',N,1
M,MA,271.0,DAOA,40.0,7.0,6.0,'?',N,1
F,TN,372.0,EMC,30.0,1.0,31.0,1.0,N,1
F,MA,196.0,EMCD,19.0,1.0,21.0,'?',N,1
'?',VA,221.0,ERR,'?','?','?','?','?',1
M,FL,333.0,EMC,30.0,1.0,41.0,0.0,N,1
F,LA,704.0,DAO3,'?','?',21.0,1.0,N,1
M,NY,1.1,EMC,30.0,1.0,11.0,3.0,Y,2
F,IL,606.0,EMC,20.0,7.0,0.0,1.0,Y,2
F,TN,372.0,EMCD,30.0,1.0,'?',1.0,'?',2
'?',PA,159.0,EMC,50.0,'?',41.0,'?',N,1
M,OH,441.0,EMC,'?',1.0,31.0,'?',N,2
M,MD,209.0,DAOD,50.0,5.0,'?',3.0,N,2
M,PA,189.0,EMC,40.0,'?',11.0,'?',N,1
F,AZ,857.0,EMCD,20.0,1.0,41.0,0.0,N,1
F,TN,374.0,SWP,20.0,'?','?','?','?',1
F,TN,372.0,EMCD,30.0,1.0,'?',1.0,'?',2
F,CT,685.0,EMC,30.0,1.0,21.0,1.0,N,2
M,PA,1.8,EMC,'?','?',11.0,'?',N,1
M,NJ,774.0,EMC,30.0,1.0,51.0,'?',N,1
'?',NY,1.2,EMC,30.0,5.0,21.0,0.0,N,1
F,CA,959.0,EMC,20.0,'?','?','?','?',1
F,CA,908.0,EMC,20.0,7.0,'?','?',N,1
M,IL,610.0,EMCD,50.0,'?','?','?',N,1
'?',KY,405.0,EMC,50.0,'?','?','?',N,1
M,NJ,703.0,EMC,30.0,'?',6.0,3.0,N,1
M,NJ,704.0,EMC,50.0,1.0,11.0,1.0,N,2
F,CA,945.0,EMC,40.0,7.0,21.0,'?',N,1
M,PA,181.0,RBCK,30.0,1.0,'?','?',N,2
'?',NY,1.0,EMC,50.0,1.0,6.0,'?',N,2
F,MD,206.0,SWP,50.0,'?','?','?','?',1
M,OH,435.0,EMC,20.0,1.0,11.0,3.0,N,2
'?',OH,445.0,EMC,30.0,1.0,'?','?',N,2
F,TN,370.0,EMCD,40.0,'?','?','?','?',2
F,TX,787.0,SWP,40.0,'?','?','?','?',1
M,NJ,810.0,EMC,20.0,'?',41.0,3.0,N,1
M,PA,1.5,EMC,50.0,'?',21.0,'?',N,1
F,SC,'?',SWP,20.0,'?','?','?','?',1
M,PA,159.0,EMC,40.0,1.0,41.0,5.0,N,2
F,NJ,708.0,EMC,50.0,5.0,21.0,'?',N,2
M,MA,174.0,DAOL,'?','?','?','?','?',2
M,MA,481.0,EMCD,50.0,'?','?','?',N,2
F,TN,372.0,EMCD,30.0,1.0,11.0,'?',N,2
'?',CA,954.0,DAOD,'?',10.0,'?','?',N,2
M,NY,1.1,EMC,30.0,1.0,11.0,'?',N,2
M,NY,1.4,DAOD,30.0,1.0,21.0,'?',N,2
F,NY,1.4,EMC,20.0,3.0,11.0,'?','?',1
'?',NY,1.4,EMC,40.0,1.0,31.0,5.0,N,1
F,TN,381.0,DAOD,19.0,'?',11.0,3.0,'?',2
M,KY,422.0,DAOD,'?',3.0,6.0,0.0,N,2
F,PA,181.0,EMC,20.0,3.0,11.0,'?',N,2
'?',VA,220.0,ERR,'?','?','?','?','?',2
M,VA,234.0,EMC,30.0,1.0,21.0,'?',N,2
F,CA,950.0,EMCD,20.0,1.0,'?','?',N,1
M,TN,371.0,EMCD,40.0,1.0,'?','?',N,1
M,MI,485.0,EMCD,40.0,1.0,21.0,'?',N,2
M,OH,440.0,DAO3,'?','?',11.0,'?',N,1
M,TN,370.0,DAO3,'?',5.0,21.0,'?',N,2
F,VA,235.0,EMC,30.0,1.0,'?','?',N,1
M,LA,701.0,DAO3,'?','?',51.0,'?',N,2
M,KY,402.0,DAOA,40.0,5.0,'?','?',N,1
F,NY,1.0,EMC,20.0,1.0,6.0,'?',N,1
M,PA,1.8,EMC,30.0,3.0,31.0,3.0,N,2
M,RI,292.0,DAO3,'?','?',6.0,0.0,N,1
F,IN,461.0,DAO3,50.0,'?',21.0,'?',N,1
M,IL,618.0,RBCK,40.0,10.0,31.0,3.0,N,2
F,MA,192.0,EMC,40.0,'?',6.0,'?',N,1
M,NJ,709.0,RBCK,40.0,7.0,31.0,5.0,Y,2
M,TN,384.0,DAO3,'?',5.0,21.0,5.0,N,1
'?',MI,487.0,EMC,40.0,1.0,'?','?',N,2
F,PA,181.0,EMC,30.0,5.0,31.0,'?',N,2
M,OH,455.0,EMC,40.0,1.0,31.0,'?',N,2
M,TX,775.0,SWP,50.0,'?','?','?','?',1
M,TN,380.0,RBCK,30.0,10.0,'?',5.0,N,2
F,IN,462.0,EMC,40.0,0.0,'?',0.0,N,1
F,TX,770.0,EMC,30.0,3.0,'?',3.0,N,2
F,CT,643.0,SWP,50.0,'?',6.0,'?','?',1
F,TN,372.0,DAO3,50.0,'?',21.0,1.0,N,2
'?',CA,956.0,EMC,30.0,1.0,11.0,1.0,N,1
M,MD,215.0,EMC,30.0,7.0,11.0,3.0,Y,2
F,OK,730.0,EMC,30.0,1.0,11.0,1.0,N,1
F,MI,483.0,EMC,50.0,7.0,'?','?',N,1
M,RI,288.0,EMC,40.0,0.0,6.0,0.0,N,2
F,IL,612.0,EMC,19.0,5.0,'?','?',N,2
F,NJ,705.0,EMCD,30.0,1.0,21.0,'?',N,1
'?',CT,687.0,EMC,40.0,1.0,31.0,0.0,N,2
F,CO,805.0,EMC,20.0,1.0,21.0,'?',N,1
F,NY,104.0,EMC,30.0,1.0,6.0,'?',N,1
M,PA,1.8,EMC,19.0,5.0,'?','?',Y,2
F,CA,941.0,SWP,20.0,'?','?','?','?',1
F,ME,486.0,SWP,30.0,'?',6.0,'?','?',1
F,GA,300.0,DAOD,30.0,1.0,'?','?',Y,1
M,SC,292.0,'?','?','?','?','?','?',2
M,OH,430.0,EMC,30.0,1.0,'?','?',N,2
F,MI,480.0,SWP,40.0,'?','?','?','?',1
M,MA,175.0,DAO3,'?',0.0,6.0,0.0,N,1
F,MI,483.0,EMC,19.0,3.0,11.0,'?',N,1
M,CA,902.0,DAO3,'?','?',11.0,'?',N,1
M,FL,327.0,EMC,40.0,3.0,21.0,'?','?',1
M,MI,480.0,EMC,'?','?','?',0.0,N,1
M,NY,121.0,SWP,20.0,'?',11.0,'?','?',1
M,CA,945.0,EMC,20.0,5.0,11.0,'?',Y,1
M,OH,453.0,EMCD,50.0,10.0,31.0,10.0,N,2
M,PA,190.0,EMC,40.0,1.0,31.0,3.0,N,2
F,NY,146.0,DAOA,40.0,1.0,31.0,3.0,N,2
M,NE,685.0,EMC,'?','?','?','?','?',1
F,MI,481.0,EMC,20.0,7.0,'?','?',N,1
M,MN,559.0,SWP,30.0,'?','?','?','?',2
M,IL,623.0,SWP,50.0,'?','?','?','?',1
M,CT,601.0,EMC,30.0,3.0,11.0,3.0,N,2
M,CA,926.0,EMC,30.0,1.0,'?','?',Y,1
F,VT,548.0,EMC,20.0,1.0,6.0,3.0,N,2
M,FL,337.0,SWP,40.0,'?','?','?','?',1
F,NY,1.1,EMC,40.0,1.0,6.0,'?','?',2
M,PA,1.5,EMC,40.0,7.0,51.0,'?',Y,2
M,WI,537.0,EMC,50.0,1.0,'?','?',N,1
F,PA,1.7,EMC,30.0,1.0,'?','?',N,2
