BEACON,DAS,CRITERIA,ROPEN,RBALNO,LST_R_OPEN,RBAL,RLIMIT,TOPEN,TBALNO,MOF,RBAL_LIMIT,EQLIMIT,EQBAL,EQHIGHBAL,EQCURBAL,BCLIMIT,BCBAL,IHIGHBAL,ICURBAL,UNSECLIMIT,UNSECBAL,MTHIGHBAL,MTCURBAL,BCOPEN,YEARS_RES,CHILDREN,EST_INC,OWN_HOME,HOME_VALUE,HOME_INC,HOME_ED,PRCNT_WHIT,PRCNT_PROF,DOB_MONTH,DOB_YEAR,AGE_INFERR,SEX,MARRIED,BUYER
707,276,1,03,03,13,003163,007353,06,021457,396,02,,,,,,,026378,018294,004725,002961,072089,070305,,,0,42999.50,0,061,024,110,99,23,00,38,57,M,M,1 
712,287,1,05,03,06,003562,012835,07,038392,106,01,,,035000,015617,006371,001740,036928,019213,,,,,,,0,42999.50,0,091,041,120,98,30,,,42,M,U,1 
723,407,1,05,04,13,005078,016332,06,009725,088,03,,,,,013900,004950,017426,004647,000128,000128,089500,088086,,01,0,42999.50,0,078,033,120,95,23,00,67,35,M,U,1 
737,203,1,03,03,05,002309,010483,06,009883,159,00,,,,,006000,001997,028202,014833,,,011409,007276,,,0,62499.50,0,078,033,120,95,23,00,48,42,M,U,1 
745,295,1,03,03,15,001960,008107,06,026617,122,01,,,,,004400,001843,029555,024604,,,,,,,0,42999.50,0,078,033,120,95,23,,,42,M,U,1 
731,286,1,02,02,99,008893,011844,06,029147,174,02,,,,,011844,008893,028066,020254,,,105000,104000,,01,0,62499.50,0,091,041,120,98,30,,,42,M,M,1 
755,111,1,02,02,66,000277,009500,03,028702,281,00,,,,,007500,000220,023576,000000,,,,,,01,0,62499.50,0,000,000,000,00,00,00,52,42,M,M,1 
775,83,1,00,00,,,,01,013917,157,00,,,,,,,,,,,,,,,0,62499.50,0,000,000,000,00,00,00,53,42,M,U,1 
750,208,1,01,00,22,000000,003000,03,010058,041,00,,,,,003000,000000,011819,009508,,,092000,091457,,00,0,62499.50,0,000,000,000,00,00,,,42,M,M,1 
744,34,1,01,01,76,003254,006600,03,014911,157,00,,,,,006600,003254,022800,011581,,,,,,,0,62499.50,0,064,026,120,79,24,,,57,M,M,1 
742,68,1,02,01,46,000087,014900,01,000087,139,00,,,,,005000,000087,,,,,,,,03,0,62499.50,0,073,026,120,85,35,07,39,57,M,U,1 
690,240,1,03,03,13,008950,015400,06,018310,201,02,,,,,012900,008797,029620,025141,,,078600,077773,,01,0,62499.50,0,065,028,120,87,21,11,38,57,M,U,1 
732,187,1,02,02,53,012812,016800,04,025398,168,02,,,,,008300,004909,014002,012586,008500,007903,082215,080917,,01,0,42999.50,0,065,028,120,87,21,00,60,35,F,U,1 
723,357,1,00,00,,,,08,011448,001,00,,,,,,,,,,,032000,028152,,03,0,42999.50,0,078,036,120,85,26,00,67,35,M,U,1 
732,138,1,04,03,20,002446,020896,05,003821,233,00,,,,,019600,002446,012863,001375,,,062000,056803,,01,0,42999.50,0,065,028,120,87,21,04,50,42,M,U,1 
724,356,1,03,02,03,001444,013500,03,001444,069,00,,,,,005000,000000,,,005000,001415,054600,053600,,01,0,42999.50,0,065,028,120,87,21,00,67,35,M,U,1 
772,-12,1,03,02,79,000681,011664,03,000681,241,00,,,,,008000,000663,,,,,052000,021625,,00,0,62499.50,0,047,030,120,91,25,,,57,M,M,1 
787,67,1,02,01,16,000189,009300,02,007449,149,00,,,,,005000,000000,008616,007260,,,,,,,0,42999.50,0,047,030,120,91,25,00,39,57,M,U,1 
738,491,1,08,03,05,002894,036020,05,020830,180,00,,,,,018000,000245,014380,008894,009000,002649,,,,,0,42999.50,0,096,037,120,99,27,00,54,42,F,U,1 
670,187,1,05,03,28,007181,014285,04,021394,195,01,,,,,009700,005796,017340,014213,,,,,,,1,42999.50,0,088,036,120,99,23,,,42,M,U,1 
743,310,1,01,01,13,000084,005000,01,000084,050,00,,,,,005000,000084,,,,,,,,,0,62499.50,0,096,037,120,99,27,,,42,M,U,1 
692,244,1,02,02,38,006261,010276,03,020193,210,01,,,,,,,015200,013932,004776,004776,,,,00,0,62499.50,0,091,037,120,99,26,00,58,42,M,M,1 
726,130,1,03,01,47,000532,009337,01,000532,094,00,,,,,004900,000532,008805,000000,001701,000000,,,,,0,42999.50,0,096,037,120,99,27,00,62,35,M,U,1 
715,278,1,03,02,07,000731,004078,04,008010,119,00,,,,,003000,000644,011441,007279,,,096305,094624,,,0,42999.50,0,096,037,120,99,27,00,62,35,M,U,1 
755,328,1,05,01,03,000117,008311,02,000117,275,00,,,,,007311,000117,,,001000,000000,120000,119000,,00,0,87499.50,0,102,030,120,97,24,03,42,57,M,M,1 
715,178,1,06,03,09,005172,012648,05,009996,079,01,,,,,,,,,005500,004002,,,,00,0,42999.50,0,096,037,120,99,27,00,67,35,M,U,1 
765,73,1,04,02,09,000757,019152,04,000790,145,00,,,,,,,,,008200,000637,095000,087119,,01,0,87499.50,0,000,000,000,00,00,10,49,42,M,U,1 
776,34,1,02,01,16,000211,000720,01,000211,008,00,,,,,,,,,,,,,,00,0,62499.50,0,097,046,120,99,36,00,69,35,M,U,1 
744,110,1,02,01,19,002367,015500,01,002367,001,00,,,,,015500,002367,,,,,,,,00,0,87499.50,0,115,042,120,99,31,00,48,42,M,U,1 
731,57,1,02,02,72,001968,020000,03,148968,238,00,,,,,020000,001968,,,,,,,,01,0,62499.50,0,000,000,000,00,00,00,49,42,M,M,1 
712,236,1,03,03,18,007270,018202,03,007270,201,01,,,,,007000,000720,,,011202,006550,,,,00,0,87499.50,0,115,042,120,99,31,00,55,42,M,M,1 
767,77,1,02,01,11,000730,011000,03,000730,152,00,,,,,011000,000730,,,,,110000,109000,,00,0,42999.50,0,115,042,120,99,31,09,36,57,M,M,1 
704,184,1,02,02,04,002325,005348,05,003355,202,01,,,,,005000,002124,,,000348,000201,,,,01,0,62499.50,0,000,000,000,00,00,07,59,35,M,M,1 
719,153,1,05,03,21,003941,022608,04,019074,166,00,,,,,002593,000533,042075,015133,011852,003389,,,,,0,62499.50,0,078,038,120,95,29,00,34,57,M,M,1 
728,150,1,03,01,06,002622,007391,02,014006,186,01,,,,,002300,000000,013023,011384,005091,002622,,,,03,1,42999.50,0,057,029,120,97,14,00,58,42,M,M,1 
748,45,1,02,01,57,000035,010900,03,004982,221,00,,,,,004900,000035,015050,004944,,,,,,00,0,62499.50,0,053,028,110,76,12,10,37,57,M,M,1 
718,189,1,01,01,06,001465,001500,01,001465,085,01,,,,,001500,001465,002430,000000,,,,,,,1,42999.50,0,088,039,120,98,25,,,42,F,U,1 
712,224,1,03,02,39,003982,014214,03,013813,122,01,,,,,004900,003350,015394,009831,006500,000000,,,,,0,42999.50,0,053,028,110,76,12,,,42,F,U,1 
709,205,1,06,04,02,006450,016020,05,006450,153,02,,,,,009000,003267,,,003000,001975,060000,056898,,,0,42999.50,0,068,032,120,95,18,,,42,F,U,1 
710,214,1,02,02,03,003297,010500,02,003297,152,01,,,,,010500,003297,,,,,,,,,0,42999.50,0,068,032,120,95,18,,,42,M,M,1 
726,174,1,01,01,09,002119,002500,02,051738,160,01,,,053446,049619,,,,,002500,002119,,,,00,0,42999.50,0,066,031,120,99,08,08,57,42,M,U,1 
743,100,1,03,03,06,001292,018440,05,006742,134,01,,,,,017500,000548,013712,005450,,,144000,140000,,,0,87499.50,0,100,059,140,85,52,00,55,42,M,U,1 
729,199,1,04,02,07,002503,022000,02,002503,206,00,,,,,019500,002503,,,002500,000000,,,,00,0,87499.50,0,103,044,140,92,39,12,46,42,M,U,1 
743,438,1,07,02,10,001234,026481,04,026128,136,00,,,,,007663,000879,029769,024894,006718,000355,065587,062750,,02,0,62499.50,0,103,040,140,94,39,00,59,35,M,U,1 
713,201,1,02,02,35,004162,019500,02,004162,114,00,,,,,011500,000187,,,008000,003975,,,,00,0,62499.50,0,103,044,140,92,39,00,40,57,M,U,1 
768,436,1,04,01,16,000156,016120,04,283580,319,00,,,,,006500,000000,024942,126424,007100,000156,,,,,1,87499.50,0,103,044,140,92,39,00,49,42,M,M,1 
710,286,1,03,03,04,006563,007124,05,008529,142,03,,,,,003000,003015,007975,001951,000964,000954,,,,,0,62499.50,0,103,044,140,92,39,00,60,35,M,U,1 
711,173,1,06,04,14,013650,043591,06,029090,003,02,035407,008293,,,004592,004592,015890,015440,,,053300,052137,,01,0,62499.50,0,103,044,140,92,39,06,34,57,M,M,1 
704,241,1,05,03,10,005943,012240,04,005943,171,01,,,,,003500,001230,,,003964,003617,,,,00,0,42999.50,0,103,044,140,92,39,,,42,F,U,1 
723,261,1,01,01,12,000031,000700,01,000031,143,00,,,,,,,,,,,,,,00,0,62499.50,0,103,040,140,94,39,00,54,42,F,U,1 
677,161,1,08,07,23,024578,037093,08,034633,248,06,,,,,018200,013974,015630,010055,004500,004495,,,,,0,62499.50,0,069,033,120,94,20,00,30,57,M,M,1 
728,67,1,03,03,10,002072,004634,05,009693,297,01,,,,,002000,000654,017688,007621,002500,001404,,,,,0,87499.50,0,063,021,110,98,19,00,31,57,M,U,1 
734,176,1,06,04,12,012584,028950,04,012584,143,02,,,,,005000,000372,,,023500,012212,,,,,0,62499.50,0,063,026,120,98,19,,,57,M,M,1 
736,41,1,05,01,64,000311,017351,03,009006,183,00,,,,,006000,000311,019920,008695,010000,000000,,,,,0,62499.50,0,063,026,120,98,19,,,57,F,U,1 
722,210,1,00,00,,,,00,,016,00,,,,,,,,,,,,,,01,0,62499.50,0,063,026,120,98,19,00,65,35,M,U,1 
717,215,1,04,02,99,008929,011676,05,010841,155,01,,,,,007857,007787,003000,001804,,,116000,113000,,,0,62499.50,0,063,026,120,98,19,,,57,F,U,1 
777,91,1,03,01,10,000576,002637,01,000576,001,01,,,,,,,,,,,,,,,0,62499.50,0,083,041,120,93,21,00,43,57,M,U,1 
736,126,1,02,02,11,000271,007100,03,004768,137,00,,,,,007100,000271,,,,,,,,01,0,87499.50,0,090,048,130,94,39,05,63,35,M,U,1 
740,84,1,07,04,06,005176,033931,06,010040,146,01,,,,,017200,004786,008670,004819,011771,000390,,,,02,1,62499.50,0,088,045,140,90,33,00,56,42,M,M,1 
711,166,1,01,01,42,000897,001850,02,006708,007,00,,,,,,,018597,005811,,,,,,,0,87499.50,0,105,057,150,93,48,,,42,M,U,1 
738,206,1,06,03,08,004158,023163,08,018578,107,00,,,,,017500,004148,025524,014330,,,067200,066106,,01,0,62499.50,0,000,000,000,00,00,00,55,42,M,U,1 
731,279,1,05,02,15,000970,012500,03,000970,115,01,,,,,011500,000970,,,001000,000000,112000,110000,,01,1,62499.50,0,093,045,130,95,38,01,49,42,M,M,1 
720,375,1,05,05,07,006101,014720,08,010809,181,01,,,,,,,009523,004708,005000,005120,061325,060808,,00,0,87499.50,0,073,034,120,94,30,00,55,42,F,U,1 
697,290,1,11,10,06,031084,034916,11,031084,131,09,,,,,014009,013110,,,005603,004955,150000,148000,,01,0,87499.50,0,090,048,130,94,39,01,48,42,M,M,1 
761,225,1,02,02,62,000800,012200,03,000800,112,00,,,,,,,,,,,063000,062136,,01,0,62499.50,0,000,000,000,00,00,,,42,M,U,1 
704,236,1,06,05,04,010864,025379,05,010864,038,03,,,,,012600,005583,,,010500,005123,,,,00,0,62499.50,0,073,034,120,94,30,,,42,M,U,1 
753,239,1,04,04,08,000448,004652,04,000448,127,00,,,,,000500,000045,,,003200,000174,,,,03,0,87499.50,0,058,038,120,97,31,05,38,57,M,U,1 
760,129,1,03,01,09,000146,007612,04,011568,116,00,,,,,,,037034,027571,004000,000000,018192,016149,,03,0,62499.50,0,069,031,120,98,28,,,42,F,U,1 
710,295,1,02,02,52,002252,005174,04,003566,191,01,,,,,,,002000,001314,,,062000,057079,,,1,62499.50,0,000,000,000,00,00,,,42,M,M,1 
786,165,1,04,02,16,000131,011392,03,006063,130,00,,,,,011048,000131,010013,005932,,,,,,,0,42999.50,0,056,030,120,96,27,00,42,57,M,U,1 
755,313,1,03,03,18,000174,013800,04,000174,121,00,,,,,013000,000151,,,,,085000,078531,,02,0,62499.50,0,062,032,120,96,34,05,42,57,M,M,1 
717,166,1,05,05,50,002984,011686,08,017423,228,02,,,,,006500,000632,026229,014439,002738,000881,067200,055360,,,0,62499.50,0,056,030,120,96,27,00,51,42,M,U,1 
732,124,1,03,02,05,002919,004185,07,029264,305,02,,,,,000445,000236,038065,026315,002740,002683,139000,137000,,02,0,87499.50,0,130,046,120,97,37,00,48,42,M,M,1 
748,64,1,04,03,15,001179,020400,05,001179,226,00,,,,,009900,001164,,,010500,000015,081900,075150,,01,0,87499.50,0,130,046,120,97,37,00,43,57,M,U,1 
740,293,1,06,05,08,004193,017834,08,008666,317,00,,,,,012400,004042,014270,004256,,,,,,01,0,62499.50,0,130,046,120,97,37,06,51,42,M,M,1 
713,377,1,03,03,20,001108,001807,04,006941,003,02,,,,,001026,000752,006583,005833,,,,,,,1,62499.50,0,130,046,120,97,37,00,47,42,M,U,1 
702,236,1,05,05,99,013259,018718,06,013319,011,03,,,,,012772,011631,,,,,,,,01,1,62499.50,0,062,027,120,96,20,00,48,42,M,M,1 
769,193,1,03,03,23,000701,005870,04,021205,220,00,,,,,004200,000059,021130,020504,001267,000483,,,,,0,62499.50,0,052,027,120,90,12,,,42,M,U,1 
713,401,1,02,02,23,008915,009910,03,009903,157,02,,,,,005610,004644,002352,000988,004300,004271,,,,,0,42999.50,0,054,027,120,92,15,,,42,F,U,1 
707,87,1,03,03,10,010542,012552,03,010542,103,02,,,,,007500,007519,,,,,,,,,0,42999.50,0,054,027,120,92,15,,,42,F,U,1 
724,332,1,04,04,13,002985,005818,09,020449,195,02,,,,,000000,000543,050106,016592,001160,001000,,,,,1,87499.50,0,054,027,120,92,15,00,46,42,M,M,1 
774,93,1,01,01,77,000254,005000,03,131641,246,00,,,,,,,028112,010387,005000,000254,,,,,0,87499.50,0,060,026,120,87,15,,,57,M,M,1 
746,246,1,00,00,,,,02,084776,227,00,,,150000,062282,,,028414,022494,,,,,,03,0,62499.50,0,060,026,120,87,15,00,40,57,M,M,1 
748,275,1,01,01,03,000002,000200,02,000002,120,00,,,,,,,,,,,071950,070572,,,0,42999.50,0,083,035,120,99,24,,,57,F,U,1 
730,335,1,03,01,03,019404,031145,03,019404,081,01,,,,,,,,,027197,019404,191000,189000,,01,0,62499.50,0,122,055,140,97,40,00,63,35,M,M,1 
713,354,1,01,01,04,001000,006300,04,009903,143,00,,,,,,,011000,008903,,,150000,149000,,00,1,62499.50,0,085,031,120,97,23,04,60,35,M,M,1 
773,172,1,03,02,21,000349,019076,05,011169,210,00,,,,,011500,000326,012584,010807,007576,000023,109000,107000,,,1,87499.50,0,079,046,120,98,25,00,38,57,M,M,1 
731,310,1,04,02,02,001022,011800,04,005914,051,00,,,,,003000,000237,008790,004892,004400,000000,116000,114000,,01,0,87499.50,0,094,052,140,98,38,,,42,M,U,1 
744,267,1,02,01,04,000195,006600,04,020833,108,00,,,,,003900,000195,031694,020638,,,079700,078795,,01,0,62499.50,0,106,052,140,98,49,00,61,35,M,M,1 
713,117,1,02,01,92,002680,006841,03,085447,132,00,,,,,005700,002680,,,001141,000000,,,,00,0,87499.50,0,085,031,120,97,23,11,44,57,M,U,1 
706,124,1,02,01,49,000057,007000,02,000057,140,00,,,,,007000,000057,,,,,236000,233000,,00,1,87499.50,0,122,055,140,97,40,00,58,42,M,M,1 
770,97,1,02,01,05,000232,001599,01,000232,000,00,,,,,,,,,,,,,,03,0,62499.50,0,072,035,120,94,31,00,55,42,U,U,1 
729,248,1,03,02,06,000597,007070,03,000597,208,01,,,,,006900,000489,,,,,074050,069902,,01,0,62499.50,0,069,031,120,91,17,05,55,42,M,U,1 
728,190,1,03,01,19,002664,003860,02,002664,007,01,,,,,,,,,002660,002664,076500,070961,,,0,87499.50,0,181,067,140,99,42,00,53,42,F,U,1 
734,519,1,02,01,07,000207,005400,01,000207,370,00,,,,,005400,000207,,,,,,,,,0,87499.50,0,119,045,120,99,32,00,42,57,M,M,1 
720,389,1,06,02,07,005863,022971,04,012165,121,01,,,,,009811,000732,018865,006302,007042,005131,203000,202000,,00,0,62499.50,0,122,044,130,98,35,00,61,35,M,M,1 
759,37,1,03,01,21,005776,020302,01,005776,109,00,,,,,,,,,014000,005776,,,,,0,62499.50,0,091,037,120,99,23,,,42,F,U,1 
731,375,1,04,02,07,001986,016000,03,001986,119,00,,,,,016000,001986,002500,000000,,,139000,139000,,00,0,87499.50,0,131,055,140,98,42,09,63,35,M,M,1 
711,411,1,05,04,04,001824,010871,06,001863,127,00,,,,,002700,000591,,,007000,001188,084075,083881,,00,0,62499.50,0,099,043,140,97,35,,,42,F,U,1 
713,355,1,03,02,07,010447,015902,03,010447,190,02,,,,,011000,005545,,,004902,004902,,,,00,0,62499.50,0,170,073,150,96,42,00,57,42,M,U,1 
765,147,1,07,03,13,001941,018070,04,001941,238,00,,,128000,127000,008183,000952,009060,000000,,,,,,01,0,42999.50,0,285,087,160,95,64,00,46,42,F,U,1 
700,203,1,03,02,90,002973,015148,03,140973,126,00,,,,,011200,002755,,,,,,,,00,1,87499.50,0,145,054,160,97,44,00,54,42,M,M,1 
696,185,1,02,02,63,003661,010000,08,036103,110,00,,,,,006500,002364,,,,,099400,098095,,01,0,62499.50,0,096,050,150,90,43,00,62,35,M,M,1 
723,255,1,08,05,02,010161,045458,08,032280,121,01,,,,,045100,010161,027139,022119,,,119000,119000,,01,1,87499.50,0,208,086,160,94,61,00,51,42,M,M,1 
732,87,1,01,01,81,004323,005000,02,018325,079,01,,,,,005000,004323,025523,014002,,,,,,00,0,42999.50,0,135,034,140,92,40,,,42,M,M,1 
721,309,1,02,02,99,007580,007459,02,007580,128,02,,,,,001000,001180,,,006459,006400,,,,,0,62499.50,0,138,063,160,96,57,,,42,M,U,1 
711,264,1,11,07,04,004364,039812,10,004404,204,02,,,084800,083590,025246,003606,,,012700,000326,,,,02,0,62499.50,0,179,061,160,94,50,00,54,42,F,U,1 
711,340,1,06,04,01,004483,021046,04,004483,170,01,,,,,019500,004425,,,,,,,,00,1,87499.50,0,179,061,160,94,50,06,56,42,M,M,1 
691,244,1,05,03,01,003407,008793,05,024156,290,02,,,,,000900,000344,,,002142,002003,,,,,1,87499.50,0,160,074,160,94,62,00,52,42,M,M,1 
719,257,1,02,02,16,009323,011167,04,028295,039,02,,,,,,,011014,007343,011167,009323,,,,00,1,87499.50,0,107,049,150,93,48,00,65,35,M,U,1 
766,152,1,04,03,29,000699,016600,04,024154,056,00,,,,,012600,000699,023809,023455,004000,000000,,,,00,0,42999.50,0,135,034,140,92,40,00,57,42,F,U,1 
732,207,1,03,01,04,000510,009088,03,004502,152,00,,,,,,,007454,003992,006267,000510,061168,060385,,,0,42999.50,0,068,032,120,95,20,00,64,35,M,M,1 
748,272,1,02,01,19,000405,009200,01,000405,205,00,,,,,005000,000000,,,004200,000405,,,,01,0,42999.50,0,068,032,120,94,21,,,42,M,U,1 
724,362,1,04,02,24,001378,009790,04,356378,218,01,,,,,008000,000398,,,001331,000980,,,,,0,42999.50,0,068,032,120,94,21,,,42,M,U,1 
745,188,1,03,02,03,000633,012980,04,021262,397,00,,,,,005000,000618,032181,020629,,,,,,,0,42999.50,0,068,032,120,95,20,03,40,57,M,U,1 
732,67,1,07,04,18,000390,037813,07,018280,241,00,,,,,027300,000089,025993,017856,,,,,,,1,42999.50,0,075,039,120,95,13,,,42,M,M,1 
712,360,1,05,01,09,002457,020000,06,012270,160,00,,,,,015900,002457,,,001500,000000,,,,,0,62499.50,0,093,042,120,89,18,00,57,42,F,U,1 
703,172,1,07,05,06,002231,006603,05,002231,485,01,,,,,002400,000764,,,002500,001102,,,,03,0,62499.50,0,100,051,140,98,41,00,33,57,M,U,1 
761,234,1,03,02,06,001140,013500,03,001140,110,00,,,,,005000,000973,,,008500,000167,100000,098485,,,0,62499.50,0,099,049,130,98,36,00,65,35,M,U,1 
712,366,1,04,04,06,006290,019600,07,016012,079,02,,,,,016600,003972,022416,009722,003000,002318,097200,093617,,,0,62499.50,0,099,049,130,98,36,00,59,35,M,U,1 
705,194,1,07,07,17,015291,024802,10,017628,205,04,,,,,018736,013206,019021,002301,001138,000824,105000,102000,,06,1,87499.50,0,098,049,140,94,36,00,48,42,M,M,1 
716,258,1,07,04,03,013557,028066,06,014120,180,01,,,,,014000,012708,010100,000563,007500,000390,160000,159000,,00,0,62499.50,0,097,048,130,96,36,00,45,42,M,M,1 
723,219,1,04,01,19,000918,012087,04,001046,179,00,,,,,010900,000918,,,,,092150,090856,,01,0,87499.50,0,092,052,120,90,30,12,50,42,M,M,1 
711,417,1,06,06,19,022211,026635,07,022211,012,05,,,,,014752,012360,,,001059,000954,,,,00,1,87499.50,0,123,061,140,97,41,,,42,M,M,1 
779,110,1,01,00,17,000000,007500,00,000000,001,00,,,,,007500,000000,,,,,,,,00,0,87499.50,0,092,032,140,84,34,01,65,35,M,U,1 
736,236,1,02,02,85,007788,008983,03,007841,214,02,,,,,,,,,003883,002785,,,,01,0,87499.50,0,119,061,150,98,49,11,48,42,M,U,1 
778,162,1,02,01,09,001242,005730,01,001242,147,00,,,,,,,,,005000,001242,,,,01,0,87499.50,0,089,042,140,89,41,00,37,57,M,M,1 
726,367,1,04,03,17,004516,008032,03,004516,157,01,,,,,005800,004434,,,,,,,,01,0,42999.50,0,090,041,140,88,35,06,48,42,M,M,1 
714,326,1,05,02,16,002626,018921,04,012414,101,00,,,,,005500,002383,030578,009788,,,140000,137000,,01,0,87499.50,0,119,061,150,98,49,09,66,35,M,M,1 
706,267,1,05,03,03,003195,018512,06,017158,120,01,,,,,008000,003157,014892,013678,006000,000000,105000,104000,,00,0,42999.50,0,095,045,140,94,36,08,63,35,M,M,1 
752,82,1,04,02,02,003420,012305,02,003420,187,00,,,,,011000,003420,014615,000000,000845,000000,,,,03,0,87499.50,0,077,032,120,91,28,00,43,57,F,U,1 
690,180,1,10,10,20,018633,024020,13,021740,270,09,,,,,011500,010602,007062,003007,000600,000435,,,,12,0,42999.50,0,077,029,120,91,09,00,48,42,M,U,1 
710,192,1,02,02,99,003834,004300,03,003834,256,02,,,,,,,,,004300,003834,113000,111000,,01,1,87499.50,0,112,052,140,98,47,00,54,42,M,M,1 
730,257,1,03,03,32,001339,016400,04,003067,096,00,,,,,011400,000132,006000,001728,005000,001207,,,,00,1,62499.50,0,160,063,140,94,48,00,56,42,M,M,1 
721,314,1,03,02,02,005550,017200,05,022145,053,00,,,,,010200,002054,029668,016595,,,,,,02,0,87499.50,0,143,055,140,99,33,,,42,M,M,1 
731,422,1,02,02,14,002504,005100,06,004317,123,01,,,,,005100,002504,,,,,077147,076290,,00,0,62499.50,0,094,042,120,98,32,00,53,42,M,U,1 
710,442,1,01,00,14,000000,003500,02,002311,050,00,,,,,,,,,003500,000000,084558,083399,,01,0,62499.50,0,095,047,130,97,36,00,66,35,M,U,1 
727,252,1,03,02,08,007187,016324,04,008974,125,02,,,,,004024,003136,002104,001787,007900,004051,110000,109000,,01,0,62499.50,0,090,046,140,95,37,01,40,57,M,M,1 
696,227,1,03,03,17,009334,010774,05,010642,247,03,,,,,007456,007099,014594,001308,,,090440,089441,,00,1,42999.50,0,094,050,140,97,37,,,42,M,U,1 
710,236,1,02,02,99,001315,011304,05,110885,199,00,,,,,011304,001315,016746,015460,,,,,,,0,62499.50,0,055,028,120,72,20,,,57,M,M,1 
728,203,1,02,02,04,003140,003801,02,003140,001,02,,,,,002801,002474,,,001000,000666,,,,02,0,62499.50,0,466,137,160,95,64,,,42,F,U,1 
734,169,1,03,01,14,000187,008576,02,000187,369,00,,,,,006500,000187,,,,,177000,161000,,00,0,87499.50,0,335,090,160,98,65,00,32,57,M,U,1 
710,288,1,08,04,26,005047,008044,06,012275,182,01,,,,,005300,004604,008976,007200,000870,000050,,,,00,0,62499.50,0,264,044,160,91,53,00,61,35,F,U,1 
743,180,1,05,02,07,001138,004465,03,008744,148,01,,,,,001828,000956,011666,007606,000160,000000,,,,01,0,42999.50,0,085,030,160,79,41,00,68,35,F,U,1 
721,208,1,02,02,14,000786,009537,05,000928,210,00,,,,,005000,000344,,,004537,000442,070000,067472,,00,0,62499.50,0,154,047,160,96,48,,,42,M,M,1 
722,203,1,03,02,06,006258,011083,04,007450,005,01,,,,,,,014304,001192,009500,006107,111000,110000,,00,0,62499.50,0,083,035,140,75,38,,,42,F,U,1 
736,79,1,06,03,09,002639,013889,04,002666,125,01,,,,,001500,000859,,,009536,001735,,,,01,0,87499.50,0,284,104,150,94,51,,,42,M,U,1 
715,326,1,02,02,19,002037,004977,03,002087,101,01,,,,,001977,001336,,,003000,000701,,,,01,0,62499.50,0,070,035,140,86,46,00,64,35,F,U,1 
741,378,1,03,03,10,001114,001800,03,001114,070,02,,,,,001000,000810,,,,,,,,00,0,62499.50,0,378,038,160,95,54,,,42,M,U,1 
721,373,1,05,04,23,046712,051402,07,015557,003,02,,,,,,,,,005563,005848,262000,257000,,,0,87499.50,0,284,104,150,94,51,00,42,57,M,M,1 
693,203,1,03,03,17,007394,012500,04,020209,156,02,,,,,,,024805,012815,011000,006658,,,,01,0,87499.50,0,138,041,160,87,41,00,60,35,M,U,1 
712,416,1,06,06,14,016859,034910,10,049314,303,05,025000,008794,,,002100,001895,042221,032455,002500,001948,054500,049812,,,0,42999.50,0,000,000,000,00,00,00,42,57,M,M,1 
748,384,1,03,00,02,000000,012500,04,009696,152,00,,,,,012500,000000,010509,009416,,,071945,071291,,,0,42999.50,0,075,032,120,87,24,00,63,35,M,U,1 
712,441,1,02,01,17,001974,007600,02,001974,062,00,,,,,006600,001974,,,,,082650,081936,,,0,87499.50,0,124,051,140,99,44,00,69,35,M,M,1 
695,196,1,02,01,99,000247,005434,02,000380,273,00,,,,,,,,,,,,,,,0,42999.50,0,055,022,120,99,10,,,42,M,U,1 
769,322,1,09,03,02,000293,031436,05,001938,265,00,,,,,009900,000000,,,013000,000099,095000,085653,,00,0,87499.50,0,086,046,120,98,27,00,36,57,M,U,1 
728,184,1,01,01,31,000709,001500,03,001562,135,00,,,028567,025389,001500,000709,005115,000853,,,,,,02,0,42999.50,0,045,023,110,77,13,00,63,35,M,M,1 
727,174,1,02,02,99,000284,001319,05,005096,079,00,,,,,,,015010,004590,,,,,,,0,42999.50,0,045,023,110,77,13,,,42,M,M,1 
774,192,1,01,00,31,000000,001332,01,010189,174,00,,,,,,,010301,010189,,,,,,07,0,42999.50,0,046,025,120,99,16,00,56,42,M,M,1 
772,13,1,06,05,19,001919,041386,05,001919,215,00,,,,,023500,001734,009759,000000,010000,000000,,,,,0,62499.50,0,067,028,120,97,14,,,57,M,M,1 
721,262,1,01,01,99,003578,003600,02,003757,174,01,,,,,003600,003578,,,,,,,,00,1,42999.50,0,064,026,120,97,13,00,61,35,M,M,1 
705,264,1,03,02,17,005443,011819,03,012118,376,01,,,,,007000,004930,007650,006675,004819,000513,,,,,0,42999.50,0,066,035,120,99,23,,,42,M,U,1 
756,267,1,02,00,44,000000,002120,00,000000,011,00,,,,,,,,,,,,,,,0,42999.50,0,080,033,120,93,14,,,42,F,U,1 
720,291,1,00,00,,,,03,007096,002,00,,,,,,,013900,006950,,,,,,01,0,42999.50,0,084,034,120,93,24,00,49,42,M,M,1 
716,61,1,04,04,10,002558,014247,06,016474,273,00,,,,,,,,,002600,001195,,,,,0,42999.50,0,084,034,120,93,24,,,42,F,U,1 
785,111,1,03,00,02,000000,009500,00,000000,208,00,,,,,,,,,003900,000000,,,,,0,42999.50,0,084,034,120,93,24,00,55,42,M,M,1 
770,102,1,03,02,38,000639,011944,02,000639,155,00,,,,,001536,000487,,,,,,,,,0,42999.50,0,084,034,120,93,24,,,42,M,M,1 
